offset,snes,bpp,chunk_size,visual_score,font_score,face_score,map_score,nonblank_ratio,avg_nonzero,avg_entropy,avg_unique,duplicate_ratio
0x17E000,AF:E000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x17E000,AF:E000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x17F000,AF:F000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x17F000,AF:F000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x180000,B0:8000,2,0x1000,69.92,3.42,91.80,49.99,1.000,0.778,1.861,4.000,0.000
0x180000,B0:8000,4,0x1000,10.16,0.00,22.46,7.62,1.000,0.947,3.559,14.539,0.000
0x181000,B0:9000,2,0x1000,76.56,15.14,96.88,54.74,1.000,0.689,1.863,4.000,0.000
0x181000,B0:9000,4,0x1000,28.91,0.00,55.70,21.70,1.000,0.895,3.579,14.680,0.000
0x182000,B0:A000,2,0x1000,73.05,8.30,96.88,52.23,1.000,0.694,1.889,4.000,0.000
0x182000,B0:A000,4,0x1000,21.09,0.00,51.21,15.84,1.000,0.909,3.634,14.930,0.000
0x183000,B0:B000,2,0x1000,81.25,33.20,99.22,58.44,1.000,0.621,1.806,3.996,0.004
0x183000,B0:B000,4,0x1000,45.31,0.00,72.77,34.02,1.000,0.837,3.482,14.492,0.000
0x184000,B0:C000,2,0x1000,67.97,10.74,97.27,48.60,1.000,0.692,1.881,3.996,0.000
0x184000,B0:C000,4,0x1000,25.00,0.00,50.31,18.77,1.000,0.902,3.618,14.961,0.000
0x185000,B0:D000,2,0x1000,71.88,8.79,97.66,51.39,1.000,0.709,1.876,3.996,0.000
0x185000,B0:D000,4,0x1000,21.88,0.00,53.91,16.42,1.000,0.910,3.614,14.898,0.000
0x186000,B0:E000,2,0x1000,42.97,0.49,96.48,30.72,1.000,0.747,1.936,4.000,0.000
0x186000,B0:E000,4,0x1000,2.34,0.00,17.07,1.76,1.000,0.931,3.753,15.477,0.000
0x187000,B0:F000,2,0x1000,82.42,10.74,97.27,58.93,1.000,0.711,1.822,3.992,0.000
0x187000,B0:F000,4,0x1000,32.81,0.00,45.82,24.63,1.000,0.914,3.457,14.031,0.000
0x188000,B1:8000,2,0x1000,81.64,11.72,94.14,58.37,1.000,0.731,1.794,4.000,0.000
0x188000,B1:8000,4,0x1000,32.03,0.00,42.23,24.05,1.000,0.915,3.392,13.805,0.000
0x189000,B1:9000,2,0x1000,75.39,12.21,93.75,53.90,1.000,0.718,1.804,3.996,0.000
0x189000,B1:9000,4,0x1000,29.69,0.00,43.12,22.29,1.000,0.917,3.425,14.000,0.000
0x18A000,B1:A000,2,0x1000,71.09,6.35,96.09,50.83,1.000,0.720,1.856,3.996,0.000
0x18A000,B1:A000,4,0x1000,23.44,0.00,44.02,17.60,1.000,0.918,3.531,14.312,0.000
0x18B000,B1:B000,2,0x1000,69.53,1.46,98.05,49.71,1.000,0.724,1.891,3.996,0.000
0x18B000,B1:B000,4,0x1000,14.06,0.00,41.33,10.56,1.000,0.925,3.633,14.875,0.000
0x18C000,B1:C000,2,0x1000,68.75,8.30,96.09,49.16,1.000,0.712,1.865,4.000,0.000
0x18C000,B1:C000,4,0x1000,20.31,0.00,47.62,15.25,1.000,0.912,3.577,14.688,0.000
0x18D000,B1:D000,2,0x1000,73.05,9.77,96.48,52.23,1.000,0.682,1.874,4.000,0.000
0x18D000,B1:D000,4,0x1000,25.78,0.00,61.99,19.36,1.000,0.900,3.601,14.859,0.000
0x18E000,B1:E000,2,0x1000,15.23,0.00,18.75,15.23,0.195,0.947,0.362,1.582,0.801
0x18E000,B1:E000,4,0x1000,3.12,0.00,8.09,3.28,0.195,0.984,0.697,3.641,0.797
0x18F000,B1:F000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x18F000,B1:F000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x190000,B2:8000,2,0x1000,71.48,9.28,99.61,51.11,1.000,0.691,1.890,4.000,0.000
0x190000,B2:8000,4,0x1000,16.41,0.00,55.70,12.32,1.000,0.903,3.635,15.109,0.000
0x191000,B2:9000,2,0x1000,73.83,8.79,100.00,52.79,1.000,0.673,1.880,4.000,0.000
0x191000,B2:9000,4,0x1000,22.66,0.00,61.99,17.01,1.000,0.896,3.614,14.961,0.000
0x192000,B2:A000,2,0x1000,78.52,6.35,98.83,56.14,1.000,0.694,1.879,4.000,0.000
0x192000,B2:A000,4,0x1000,23.44,0.00,56.60,17.60,1.000,0.904,3.600,14.820,0.000
0x193000,B2:B000,2,0x1000,75.78,9.28,99.61,54.18,1.000,0.660,1.884,4.000,0.000
0x193000,B2:B000,4,0x1000,28.91,0.00,72.77,21.70,1.000,0.883,3.630,15.008,0.000
0x194000,B2:C000,2,0x1000,77.73,11.72,99.61,55.58,1.000,0.691,1.865,4.000,0.000
0x194000,B2:C000,4,0x1000,25.78,0.00,54.80,19.36,1.000,0.903,3.584,14.727,0.000
0x195000,B2:D000,2,0x1000,75.00,9.77,98.83,53.63,1.000,0.676,1.877,4.000,0.000
0x195000,B2:D000,4,0x1000,26.56,0.00,65.59,19.94,1.000,0.896,3.601,14.688,0.000
0x196000,B2:E000,2,0x1000,77.73,6.35,98.83,55.58,1.000,0.684,1.886,4.000,0.000
0x196000,B2:E000,4,0x1000,21.88,0.00,61.99,16.42,1.000,0.897,3.629,14.977,0.000
0x197000,B2:F000,2,0x1000,76.95,10.25,100.00,55.02,1.000,0.653,1.885,4.000,0.000
0x197000,B2:F000,4,0x1000,30.47,0.00,82.66,22.87,1.000,0.875,3.641,15.133,0.000
0x198000,B3:8000,2,0x1000,78.91,13.18,100.00,56.42,1.000,0.660,1.874,3.996,0.000
0x198000,B3:8000,4,0x1000,34.38,0.00,74.57,25.81,1.000,0.881,3.611,14.898,0.000
0x199000,B3:9000,2,0x1000,75.78,8.79,100.00,54.18,1.000,0.666,1.882,4.000,0.000
0x199000,B3:9000,4,0x1000,32.03,0.00,72.77,24.05,1.000,0.888,3.626,14.977,0.000
0x19A000,B3:A000,2,0x1000,76.56,7.32,100.00,54.74,1.000,0.666,1.881,4.000,0.000
0x19A000,B3:A000,4,0x1000,28.12,0.00,78.16,21.11,1.000,0.879,3.623,15.000,0.000
0x19B000,B3:B000,2,0x1000,81.64,6.84,98.44,58.37,1.000,0.676,1.873,4.000,0.000
0x19B000,B3:B000,4,0x1000,32.81,0.00,68.28,24.63,1.000,0.892,3.594,14.859,0.000
0x19C000,B3:C000,2,0x1000,82.81,17.09,99.22,59.21,1.000,0.651,1.852,3.996,0.000
0x19C000,B3:C000,4,0x1000,41.41,0.00,76.37,31.09,1.000,0.874,3.554,14.562,0.000
0x19D000,B3:D000,2,0x1000,73.83,12.70,96.88,52.79,1.000,0.689,1.868,4.000,0.000
0x19D000,B3:D000,4,0x1000,26.56,0.00,50.31,19.94,1.000,0.894,3.577,14.711,0.000
0x19E000,B3:E000,2,0x1000,72.27,8.30,94.92,51.67,1.000,0.685,1.875,3.996,0.000
0x19E000,B3:E000,4,0x1000,23.44,0.00,61.09,17.60,1.000,0.896,3.605,14.852,0.000
0x19F000,B3:F000,2,0x1000,72.66,3.42,97.27,51.95,1.000,0.705,1.875,4.000,0.000
0x19F000,B3:F000,4,0x1000,17.97,0.00,52.11,13.49,1.000,0.907,3.607,14.922,0.000
0x1A0000,B4:8000,2,0x1000,76.56,12.70,97.27,54.74,1.000,0.676,1.853,3.996,0.000
0x1A0000,B4:8000,4,0x1000,26.56,0.00,58.40,19.94,1.000,0.898,3.557,14.766,0.000
0x1A1000,B4:9000,2,0x1000,78.52,16.11,94.92,56.48,1.000,0.689,1.805,3.988,0.004
0x1A1000,B4:9000,4,0x1000,30.47,0.00,53.91,22.87,1.000,0.891,3.449,14.172,0.000
0x1A2000,B4:A000,2,0x1000,10.94,2.93,12.11,10.94,0.129,0.963,0.233,1.387,0.867
0x1A2000,B4:A000,4,0x1000,2.34,0.00,6.29,2.46,0.133,0.990,0.444,2.711,0.859
0x1A3000,B4:B000,2,0x1000,47.27,47.36,40.62,47.27,0.488,0.678,0.646,2.391,0.504
0x1A3000,B4:B000,4,0x1000,49.22,7.03,53.01,51.68,0.500,0.797,1.230,5.430,0.492
0x1A4000,B4:C000,2,0x1000,99.61,99.12,90.23,71.22,1.000,0.404,1.446,3.895,0.000
0x1A4000,B4:C000,4,0x1000,97.66,3.91,112.30,73.32,1.000,0.649,2.760,11.492,0.000
0x1A5000,B4:D000,2,0x1000,97.27,82.03,94.14,70.38,1.000,0.476,1.447,3.945,0.008
0x1A5000,B4:D000,4,0x1000,78.12,0.78,89.84,58.65,1.000,0.718,2.743,11.164,0.000
0x1A6000,B4:E000,2,0x1000,90.23,36.13,91.02,64.52,1.000,0.643,1.577,3.957,0.000
0x1A6000,B4:E000,4,0x1000,56.25,0.00,64.69,42.23,1.000,0.880,3.005,12.055,0.000
0x1A7000,B4:F000,2,0x1000,93.75,51.27,95.31,67.03,1.000,0.605,1.571,3.926,0.000
0x1A7000,B4:F000,4,0x1000,67.19,0.78,78.16,50.44,1.000,0.856,2.994,11.953,0.000
0x1A8000,B5:8000,2,0x1000,87.50,25.88,89.45,62.56,1.000,0.699,1.569,3.953,0.000
0x1A8000,B5:8000,4,0x1000,31.25,0.00,39.53,23.46,1.000,0.924,2.992,12.008,0.000
0x1A9000,B5:9000,2,0x1000,91.02,33.69,92.97,65.08,1.000,0.661,1.574,3.945,0.000
0x1A9000,B5:9000,4,0x1000,46.09,0.00,56.60,34.60,1.000,0.896,2.992,11.812,0.000
0x1AA000,B5:A000,2,0x1000,91.80,36.13,92.19,65.63,1.000,0.651,1.572,3.953,0.000
0x1AA000,B5:A000,4,0x1000,50.78,0.00,61.09,38.12,1.000,0.880,3.012,12.062,0.000
0x1AB000,B5:B000,2,0x1000,94.92,42.97,95.31,67.87,1.000,0.636,1.575,3.961,0.000
0x1AB000,B5:B000,4,0x1000,57.81,0.00,66.48,43.40,1.000,0.878,3.003,12.070,0.000
0x1AC000,B5:C000,2,0x1000,89.45,32.23,91.41,63.96,1.000,0.662,1.568,3.949,0.000
0x1AC000,B5:C000,4,0x1000,44.53,0.00,54.80,33.43,1.000,0.902,3.000,12.117,0.000
0x1AD000,B5:D000,2,0x1000,91.41,49.32,92.58,65.36,1.000,0.596,1.549,3.949,0.000
0x1AD000,B5:D000,4,0x1000,60.94,0.00,71.88,45.75,1.000,0.842,2.944,11.883,0.000
0x1AE000,B5:E000,2,0x1000,92.58,35.16,93.36,66.19,1.000,0.659,1.579,3.965,0.000
0x1AE000,B5:E000,4,0x1000,53.91,0.00,62.89,40.47,1.000,0.893,3.015,12.172,0.000
0x1AF000,B5:F000,2,0x1000,87.89,27.34,89.84,62.84,0.996,0.690,1.553,3.918,0.000
0x1AF000,B5:F000,4,0x1000,40.62,0.00,47.62,30.50,1.000,0.917,2.965,11.906,0.000
0x1B0000,B6:8000,2,0x1000,60.94,2.44,99.22,43.57,1.000,0.696,1.912,3.996,0.000
0x1B0000,B6:8000,4,0x1000,21.09,0.00,61.09,15.84,1.000,0.895,3.672,15.141,0.000
0x1B1000,B6:9000,2,0x1000,46.48,5.86,99.61,33.24,1.000,0.709,1.922,4.000,0.000
0x1B1000,B6:9000,4,0x1000,11.72,0.00,38.63,8.80,1.000,0.914,3.697,15.273,0.000
0x1B2000,B6:A000,2,0x1000,50.00,7.32,99.61,35.75,1.000,0.691,1.918,3.996,0.000
0x1B2000,B6:A000,4,0x1000,10.16,0.00,37.73,7.62,1.000,0.908,3.710,15.477,0.000
0x1B3000,B6:B000,2,0x1000,44.14,0.98,100.00,31.56,1.000,0.730,1.944,4.000,0.000
0x1B3000,B6:B000,4,0x1000,5.47,0.00,31.45,4.11,1.000,0.926,3.744,15.430,0.000
0x1B4000,B6:C000,2,0x1000,47.27,2.44,100.00,33.79,1.000,0.736,1.930,3.996,0.000
0x1B4000,B6:C000,4,0x1000,7.81,0.00,24.26,5.87,1.000,0.929,3.735,15.438,0.000
0x1B5000,B6:D000,2,0x1000,55.86,4.39,99.22,39.94,1.000,0.713,1.922,4.000,0.000
0x1B5000,B6:D000,4,0x1000,7.81,0.00,27.85,5.87,1.000,0.926,3.715,15.344,0.000
0x1B6000,B6:E000,2,0x1000,73.83,15.14,100.00,52.79,1.000,0.691,1.877,4.000,0.000
0x1B6000,B6:E000,4,0x1000,26.56,0.00,60.20,19.94,1.000,0.889,3.607,15.289,0.000
0x1B7000,B6:F000,2,0x1000,44.14,4.39,99.61,31.56,1.000,0.704,1.933,4.000,0.000
0x1B7000,B6:F000,4,0x1000,8.59,0.00,42.23,6.45,1.000,0.910,3.726,15.375,0.000
0x1B8000,B7:8000,2,0x1000,60.16,9.28,99.61,43.01,1.000,0.693,1.907,4.000,0.000
0x1B8000,B7:8000,4,0x1000,10.94,0.00,43.12,8.21,1.000,0.915,3.677,15.227,0.000
0x1B9000,B7:9000,2,0x1000,44.53,2.44,99.22,31.84,1.000,0.737,1.938,4.000,0.000
0x1B9000,B7:9000,4,0x1000,2.34,0.00,20.66,1.76,1.000,0.932,3.757,15.492,0.000
0x1BA000,B7:A000,2,0x1000,67.58,12.21,100.00,48.32,1.000,0.703,1.886,3.996,0.000
0x1BA000,B7:A000,4,0x1000,17.19,0.00,46.72,12.90,1.000,0.894,3.626,15.227,0.000
0x1BB000,B7:B000,2,0x1000,62.50,10.74,100.00,44.69,1.000,0.696,1.897,4.000,0.000
0x1BB000,B7:B000,4,0x1000,20.31,0.00,52.11,15.25,1.000,0.897,3.652,15.312,0.000
0x1BC000,B7:C000,2,0x1000,54.30,9.28,96.88,39.29,0.988,0.676,1.868,3.945,0.008
0x1BC000,B7:C000,4,0x1000,17.97,0.00,51.21,13.49,0.992,0.875,3.604,14.938,0.000
0x1BD000,B7:D000,2,0x1000,44.92,5.37,97.27,32.51,0.988,0.686,1.885,3.949,0.008
0x1BD000,B7:D000,4,0x1000,10.16,0.78,32.34,7.62,0.992,0.889,3.654,15.133,0.000
0x1BE000,B7:E000,2,0x1000,47.27,3.42,99.61,33.79,1.000,0.721,1.938,4.000,0.000
0x1BE000,B7:E000,4,0x1000,6.25,0.00,41.33,4.69,1.000,0.920,3.738,15.453,0.000
0x1BF000,B7:F000,2,0x1000,49.61,2.93,100.00,35.47,1.000,0.722,1.934,4.000,0.000
0x1BF000,B7:F000,4,0x1000,5.47,0.00,26.95,4.11,1.000,0.931,3.719,15.359,0.000
0x1C0000,B8:8000,2,0x1000,62.89,11.23,99.61,44.97,1.000,0.697,1.899,3.996,0.000
0x1C0000,B8:8000,4,0x1000,10.16,0.00,37.73,7.62,1.000,0.920,3.666,15.211,0.000
0x1C1000,B8:9000,2,0x1000,42.97,0.98,100.00,30.72,1.000,0.726,1.942,4.000,0.000
0x1C1000,B8:9000,4,0x1000,2.34,0.00,26.05,1.76,1.000,0.930,3.760,15.531,0.000
0x1C2000,B8:A000,2,0x1000,76.95,19.04,100.00,55.02,1.000,0.681,1.849,3.992,0.000
0x1C2000,B8:A000,4,0x1000,31.25,0.00,61.09,23.46,1.000,0.873,3.544,15.039,0.000
0x1C3000,B8:B000,2,0x1000,41.02,2.93,97.66,29.85,0.984,0.687,1.894,3.938,0.012
0x1C3000,B8:B000,4,0x1000,9.38,1.56,38.63,7.12,0.984,0.885,3.651,15.094,0.008
0x1C4000,B8:C000,2,0x1000,50.78,2.44,99.61,36.31,1.000,0.718,1.927,3.996,0.000
0x1C4000,B8:C000,4,0x1000,6.25,0.00,38.63,4.69,1.000,0.919,3.712,15.312,0.000
0x1C5000,B8:D000,2,0x1000,46.48,4.39,100.00,33.24,1.000,0.713,1.934,4.000,0.000
0x1C5000,B8:D000,4,0x1000,7.03,0.00,35.04,5.28,1.000,0.921,3.729,15.359,0.000
0x1C6000,B8:E000,2,0x1000,60.55,9.28,99.61,43.29,1.000,0.704,1.892,3.996,0.000
0x1C6000,B8:E000,4,0x1000,12.50,0.00,40.43,9.38,1.000,0.910,3.643,15.078,0.000
0x1C7000,B8:F000,2,0x1000,55.86,3.91,100.00,39.94,1.000,0.713,1.923,4.000,0.000
0x1C7000,B8:F000,4,0x1000,9.38,0.00,37.73,7.04,1.000,0.925,3.699,15.211,0.000
0x1C8000,B9:8000,2,0x1000,74.22,13.67,99.61,53.07,1.000,0.685,1.870,4.000,0.000
0x1C8000,B9:8000,4,0x1000,27.34,0.00,63.79,20.53,1.000,0.885,3.585,15.188,0.000
0x1C9000,B9:9000,2,0x1000,46.09,5.37,100.00,32.96,1.000,0.712,1.930,4.000,0.000
0x1C9000,B9:9000,4,0x1000,7.81,0.00,43.12,5.87,1.000,0.911,3.729,15.469,0.000
0x1CA000,B9:A000,2,0x1000,41.41,1.95,100.00,29.61,1.000,0.721,1.942,4.000,0.000
0x1CA000,B9:A000,4,0x1000,5.47,0.00,26.05,4.11,1.000,0.931,3.747,15.422,0.000
0x1CB000,B9:B000,2,0x1000,56.25,5.37,100.00,40.22,1.000,0.702,1.918,4.000,0.000
0x1CB000,B9:B000,4,0x1000,5.47,0.00,27.85,4.11,1.000,0.921,3.703,15.281,0.000
0x1CC000,B9:C000,2,0x1000,67.19,12.21,99.61,48.04,1.000,0.680,1.878,3.996,0.000
0x1CC000,B9:C000,4,0x1000,21.09,0.00,46.72,15.84,1.000,0.898,3.628,15.148,0.000
0x1CD000,B9:D000,2,0x1000,60.55,6.84,99.22,43.29,1.000,0.712,1.914,4.000,0.000
0x1CD000,B9:D000,4,0x1000,10.16,0.00,35.04,7.62,1.000,0.922,3.709,15.297,0.000
0x1CE000,B9:E000,2,0x1000,78.52,13.18,100.00,56.14,1.000,0.694,1.871,4.000,0.000
0x1CE000,B9:E000,4,0x1000,25.00,0.00,53.01,18.77,1.000,0.894,3.588,15.156,0.000
0x1CF000,B9:F000,2,0x1000,50.78,5.86,99.61,36.31,1.000,0.714,1.921,3.996,0.000
0x1CF000,B9:F000,4,0x1000,11.72,0.00,35.94,8.80,1.000,0.914,3.712,15.383,0.000
0x1D0000,BA:8000,2,0x1000,56.64,2.93,99.61,40.50,1.000,0.719,1.922,4.000,0.000
0x1D0000,BA:8000,4,0x1000,10.16,0.00,39.53,7.62,1.000,0.921,3.701,15.359,0.000
0x1D1000,BA:9000,2,0x1000,52.73,5.37,100.00,37.71,1.000,0.705,1.925,4.000,0.000
0x1D1000,BA:9000,4,0x1000,7.03,0.00,38.63,5.28,1.000,0.919,3.712,15.398,0.000
0x1D2000,BA:A000,2,0x1000,54.69,1.46,100.00,39.10,1.000,0.740,1.929,4.000,0.000
0x1D2000,BA:A000,4,0x1000,5.47,0.00,27.85,4.11,1.000,0.932,3.726,15.531,0.000
0x1D3000,BA:B000,2,0x1000,60.55,8.30,99.61,43.29,1.000,0.699,1.893,3.996,0.000
0x1D3000,BA:B000,4,0x1000,7.81,0.00,36.84,5.87,1.000,0.909,3.648,15.031,0.000
0x1D4000,BA:C000,2,0x1000,77.34,12.70,100.00,55.30,1.000,0.696,1.874,4.000,0.000
0x1D4000,BA:C000,4,0x1000,28.91,0.00,52.11,21.70,1.000,0.895,3.582,15.133,0.000
0x1D5000,BA:D000,2,0x1000,46.48,3.91,100.00,33.24,1.000,0.706,1.933,4.000,0.000
0x1D5000,BA:D000,4,0x1000,7.03,0.00,44.92,5.28,1.000,0.906,3.719,15.391,0.000
0x1D6000,BA:E000,2,0x1000,48.44,7.32,97.66,35.26,0.984,0.683,1.879,3.938,0.012
0x1D6000,BA:E000,4,0x1000,13.28,0.78,50.31,9.97,0.992,0.886,3.630,15.023,0.000
0x1D7000,BA:F000,2,0x1000,42.97,2.44,100.00,30.72,1.000,0.722,1.934,4.000,0.000
0x1D7000,BA:F000,4,0x1000,4.69,0.00,34.14,3.52,1.000,0.922,3.738,15.531,0.000
0x1D8000,BB:8000,2,0x1000,47.27,4.39,99.61,33.79,1.000,0.721,1.924,3.996,0.000
0x1D8000,BB:8000,4,0x1000,9.38,0.00,39.53,7.04,1.000,0.915,3.712,15.352,0.000
0x1D9000,BB:9000,2,0x1000,55.47,7.32,99.61,39.66,1.000,0.697,1.912,4.000,0.000
0x1D9000,BB:9000,4,0x1000,12.50,0.00,47.62,9.38,1.000,0.914,3.689,15.328,0.000
0x1DA000,BB:A000,2,0x1000,47.66,9.28,99.61,34.07,1.000,0.701,1.907,3.996,0.000
0x1DA000,BB:A000,4,0x1000,7.81,0.78,32.34,5.87,1.000,0.907,3.682,15.320,0.000
0x1DB000,BB:B000,2,0x1000,55.47,2.44,99.22,39.66,1.000,0.722,1.930,4.000,0.000
0x1DB000,BB:B000,4,0x1000,2.34,0.00,16.17,1.76,1.000,0.936,3.738,15.469,0.000
0x1DC000,BB:C000,2,0x1000,69.92,7.81,99.61,49.99,1.000,0.711,1.900,4.000,0.000
0x1DC000,BB:C000,4,0x1000,4.69,0.00,23.36,3.52,1.000,0.939,3.657,15.414,0.000
0x1DD000,BB:D000,2,0x1000,73.05,13.67,98.44,53.17,1.000,0.694,1.859,3.996,0.012
0x1DD000,BB:D000,4,0x1000,21.09,0.00,47.62,15.84,1.000,0.888,3.521,14.711,0.000
0x1DE000,BB:E000,2,0x1000,42.97,2.93,100.00,30.72,1.000,0.700,1.936,4.000,0.000
0x1DE000,BB:E000,4,0x1000,7.03,0.00,44.02,5.28,1.000,0.908,3.731,15.430,0.000
0x1DF000,BB:F000,2,0x1000,41.02,2.93,100.00,29.33,1.000,0.724,1.940,4.000,0.000
0x1DF000,BB:F000,4,0x1000,3.91,0.00,28.75,2.93,1.000,0.921,3.756,15.492,0.000
0x1E0000,BC:8000,2,0x1000,52.34,25.88,100.00,37.65,1.000,0.665,1.863,3.977,0.004
0x1E0000,BC:8000,4,0x1000,25.78,0.00,52.11,19.36,1.000,0.859,3.554,14.703,0.000
0x1E1000,BC:9000,2,0x1000,86.33,19.04,100.00,61.72,1.000,0.616,1.839,4.000,0.000
0x1E1000,BC:9000,4,0x1000,62.50,0.00,97.93,46.92,1.000,0.813,3.467,14.445,0.000
0x1E2000,BC:A000,2,0x1000,74.61,9.77,96.88,53.35,1.000,0.669,1.873,4.000,0.000
0x1E2000,BC:A000,4,0x1000,42.19,0.00,88.95,31.67,1.000,0.857,3.564,14.742,0.000
0x1E3000,BC:B000,2,0x1000,78.91,21.97,100.00,58.79,1.000,0.620,1.865,4.000,0.027
0x1E3000,BC:B000,4,0x1000,48.44,0.00,98.83,37.68,1.000,0.825,3.561,14.938,0.023
0x1E4000,BC:C000,2,0x1000,76.17,10.25,100.00,55.12,1.000,0.644,1.877,3.984,0.008
0x1E4000,BC:C000,4,0x1000,39.06,0.00,91.64,29.33,1.000,0.842,3.576,14.797,0.000
0x1E5000,BC:D000,2,0x1000,86.33,21.48,100.00,62.47,1.000,0.597,1.841,3.988,0.008
0x1E5000,BC:D000,4,0x1000,60.16,0.78,105.12,45.16,1.000,0.783,3.446,14.539,0.000
0x1E6000,BC:E000,2,0x1000,92.19,34.18,100.00,65.91,1.000,0.579,1.833,3.996,0.000
0x1E6000,BC:E000,4,0x1000,78.12,0.00,106.91,58.65,1.000,0.772,3.419,14.469,0.000
0x1E7000,BC:F000,2,0x1000,80.86,11.72,100.00,58.16,1.000,0.628,1.871,4.000,0.004
0x1E7000,BC:F000,4,0x1000,48.44,0.00,97.93,36.36,1.000,0.833,3.558,15.008,0.000
0x1E8000,BD:8000,2,0x1000,63.28,11.72,100.00,46.33,1.000,0.666,1.891,3.996,0.016
0x1E8000,BD:8000,4,0x1000,36.72,0.00,85.35,27.57,1.000,0.847,3.573,14.914,0.000
0x1E9000,BD:9000,2,0x1000,72.66,9.77,100.00,53.20,1.000,0.647,1.899,4.000,0.016
0x1E9000,BD:9000,4,0x1000,42.19,0.00,96.13,32.05,1.000,0.831,3.615,15.188,0.008
0x1EA000,BD:A000,2,0x1000,75.39,17.58,100.00,53.90,1.000,0.642,1.874,3.996,0.000
0x1EA000,BD:A000,4,0x1000,49.22,0.00,91.64,36.95,1.000,0.830,3.538,14.758,0.000
0x1EB000,BD:B000,2,0x1000,73.83,14.16,99.22,54.69,1.000,0.640,1.861,4.000,0.023
0x1EB000,BD:B000,4,0x1000,42.19,0.00,92.54,31.67,1.000,0.825,3.526,14.773,0.000
0x1EC000,BD:C000,2,0x1000,83.20,17.58,100.00,59.49,1.000,0.612,1.855,4.000,0.000
0x1EC000,BD:C000,4,0x1000,57.03,0.00,102.42,42.82,1.000,0.803,3.487,14.688,0.000
0x1ED000,BD:D000,2,0x1000,80.47,16.11,100.00,57.54,1.000,0.625,1.845,3.992,0.000
0x1ED000,BD:D000,4,0x1000,62.50,0.00,104.22,46.92,1.000,0.815,3.459,14.336,0.000
0x1EE000,BD:E000,2,0x1000,76.17,16.60,100.00,55.12,1.000,0.616,1.838,3.984,0.008
0x1EE000,BD:E000,4,0x1000,56.25,0.00,97.03,42.23,1.000,0.809,3.459,14.328,0.000
0x1EF000,BD:F000,2,0x1000,76.17,14.65,100.00,55.12,1.000,0.625,1.867,4.000,0.008
0x1EF000,BD:F000,4,0x1000,46.88,0.00,99.73,35.19,1.000,0.823,3.531,14.727,0.000
0x1F0000,BE:8000,2,0x1000,74.22,1.95,100.00,53.07,1.000,0.676,1.881,4.000,0.000
0x1F0000,BE:8000,4,0x1000,51.56,0.00,98.83,38.71,1.000,0.859,3.543,14.508,0.000
0x1F1000,BE:9000,2,0x1000,75.39,3.42,98.05,56.17,1.000,0.665,1.859,3.961,0.027
0x1F1000,BE:9000,4,0x1000,42.97,1.56,93.44,33.03,1.000,0.851,3.535,14.562,0.016
0x1F2000,BE:A000,2,0x1000,75.39,0.00,100.00,54.23,1.000,0.682,1.891,4.000,0.004
0x1F2000,BE:A000,4,0x1000,49.22,0.00,101.52,36.95,1.000,0.862,3.573,14.766,0.000
0x1F3000,BE:B000,2,0x1000,73.44,6.35,93.36,57.56,0.957,0.672,1.770,3.824,0.062
0x1F3000,BE:B000,4,0x1000,41.41,1.56,88.05,32.95,0.961,0.848,3.364,13.930,0.039
0x1F4000,BE:C000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x1F4000,BE:C000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x1F5000,BE:D000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x1F5000,BE:D000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x1F6000,BE:E000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x1F6000,BE:E000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x1F7000,BE:F000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x1F7000,BE:F000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x1F8000,BF:8000,2,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.996
0x1F8000,BF:8000,4,0x1000,0.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.992
0x1F9000,BF:9000,2,0x1000,26.56,2.44,48.83,26.56,0.500,0.862,0.961,2.500,0.496
0x1F9000,BF:9000,4,0x1000,1.56,0.00,17.07,1.64,0.500,0.959,1.866,8.188,0.492
0x1FA000,BF:A000,2,0x1000,60.55,3.91,97.66,43.29,1.000,0.744,1.914,4.000,0.000
0x1FA000,BF:A000,4,0x1000,10.94,0.00,30.55,8.21,1.000,0.924,3.671,15.070,0.000
